距離(自),距離(至),緯度(自),経度(自),緯度(至),経度(至)
165846.222,165856.222,39.7801335601781,255.035558904341,39.7801430656236,255.03567471419
165856.222,165866.222,39.7801430656236,255.03567471419,39.7801518910189,255.0357909705
165866.222,165876.222,39.7801518910189,255.0357909705,39.780160169941,255.035907509442
165876.222,165886.222,39.780160169941,255.035907509442,39.7801677166196,255.036023241216
165886.222,165896.222,39.7801677166196,255.036023241216,39.7801746633886,255.036139498576
165896.222,165906.222,39.7801746633886,255.036139498576,39.780180961159,255.03625597015
165906.222,165916.222,39.780180961159,255.03625597015,39.7801868503151,255.036372047394
165916.222,165926.222,39.7801868503151,255.036372047394,39.7801927170054,255.036488288643
165926.222,165936.222,39.7801927170054,255.036488288643,39.7801985132028,255.036604650883
165936.222,165946.222,39.7801985132028,255.036604650883,39.7802043196549,255.036720757988
165946.222,165956.222,39.7802043196549,255.036720757988,39.7802099904452,255.03683649348
165956.222,165966.222,39.7802099904452,255.03683649348,39.7802156874422,255.036953875613
165966.222,165976.222,39.7802156874422,255.036953875613,39.7802213000848,255.037069657919
165976.222,165986.222,39.7802213000848,255.037069657919,39.7802268801371,255.037186036621
165986.222,165996.222,39.7802268801371,255.037186036621,39.7802320664631,255.037302195606
165996.222,166006.222,39.7802320664631,255.037302195606,39.7802368783465,255.037418907393
166006.222,166016.222,39.7802368783465,255.037418907393,39.7802413489261,255.037535543244
166016.222,166026.222,39.7802413489261,255.037535543244,39.780245449724,255.037651985057
166026.222,166036.222,39.780245449724,255.037651985057,39.7802491160503,255.037769163392
166036.222,166046.222,39.7802491160503,255.037769163392,39.7802528162236,255.037885977198
166046.222,166056.222,39.7802528162236,255.037885977198,39.7802560248465,255.038002269443
166056.222,166066.222,39.7802560248465,255.038002269443,39.7802600025876,255.03812111273
166066.222,166076.222,39.7802600025876,255.03812111273,39.7802607354014,255.038239556256
166076.222,166086.222,39.7802607354014,255.038239556256,39.7802615520281,255.038356309306
166086.222,166096.222,39.7802615520281,255.038356309306,39.7802623686547,255.038473062356
166096.222,166106.222,39.7802623686547,255.038473062356,39.7802631852814,255.038589815406
166106.222,166116.222,39.7802631852814,255.038589815406,39.780264001908,255.038706568457
166116.222,166126.222,39.780264001908,255.038706568457,39.7802648185346,255.038823321507
166126.222,166136.222,39.7802648185346,255.038823321507,39.7802656351613,255.038940074557
166136.222,166146.222,39.7802656351613,255.038940074557,39.7802664517879,255.039056827607
166146.222,166156.222,39.7802664517879,255.039056827607,39.7802672684146,255.039173580657
166156.222,166166.222,39.7802672684146,255.039173580657,39.7802680850412,255.039290333707
166166.222,166176.222,39.7802680850412,255.039290333707,39.7802689016678,255.039407086757
166176.222,166186.222,39.7802689016678,255.039407086757,39.7802697182945,255.039523839807
166186.222,166196.222,39.7802697182945,255.039523839807,39.7802705349211,255.039640592858
166196.222,166206.222,39.7802705349211,255.039640592858,39.7802713515478,255.039757345908
166206.222,166216.222,39.7802713515478,255.039757345908,39.7802710151501,255.039873830426
166216.222,166226.222,39.7802710151501,255.039873830426,39.7802702747798,255.039991178053
166226.222,166236.222,39.7802702747798,255.039991178053,39.7802693680637,255.040107603444
166236.222,166246.222,39.7802693680637,255.040107603444,39.780267704563,255.040223544914
166246.222,166256.222,39.780267704563,255.040223544914,39.7802655515205,255.04034086356
166256.222,166266.222,39.7802655515205,255.04034086356,39.7802632813296,255.040456692471
166266.222,166276.222,39.7802632813296,255.040456692471,39.7802604863029,255.040572541313
166276.222,166286.222,39.7802604863029,255.040572541313,39.7802577563997,255.04068881966
166286.222,166296.222,39.7802577563997,255.04068881966,39.7802540519338,255.04080782874
166296.222,166306.222,39.7802540519338,255.04080782874,39.7802435421842,255.040923092014
166306.222,166316.222,39.7802435421842,255.040923092014,39.7802402611906,255.04104146662
166316.222,166326.222,39.7802402611906,255.04104146662,39.7802379833946,255.041156997481
166326.222,166336.222,39.7802379833946,255.041156997481,39.7802357055985,255.041272528342
166336.222,166346.222,39.7802357055985,255.041272528342,39.7802334278024,255.041388059203
166346.222,166356.222,39.7802334278024,255.041388059203,39.7802311500064,255.041503590064
166356.222,166366.222,39.7802311500064,255.041503590064,39.7802288722103,255.041619120924
166366.222,166376.222,39.7802288722103,255.041619120924,39.7802265944143,255.041734651785
166376.222,166386.222,39.7802265944143,255.041734651785,39.7802243166182,255.041850182646
166386.222,166396.222,39.7802243166182,255.041850182646,39.7802220388222,255.041965713507
166396.222,166406.222,39.7802220388222,255.041965713507,39.7802197610261,255.042081244368
166406.222,166416.222,39.7802197610261,255.042081244368,39.78021748323,255.042196775229
166416.222,166426.222,39.78021748323,255.042196775229,39.780215205434,255.04231230609
166426.222,166436.222,39.780215205434,255.04231230609,39.780212901802,255.042427629546
166436.222,166446.222,39.780212901802,255.042427629546,39.7802101045158,255.042541231763
166446.222,166456.222,39.7802101045158,255.042541231763,39.7802105432565,255.042655524226
166456.222,166466.222,39.7802105432565,255.042655524226,39.7802133835731,255.042767336086
166466.222,166476.222,39.7802133835731,255.042767336086,39.7802186171148,255.042844821657
166476.222,166486.222,39.7802186171148,255.042844821657,39.7802184496647,255.042962816167
166486.222,166496.222,39.7802184496647,255.042962816167,39.7802182822145,255.043080810677
166496.222,166506.222,39.7802182822145,255.043080810677,39.7802181147644,255.043198805188
166506.222,166516.222,39.7802181147644,255.043198805188,39.7802179473142,255.043316799698
166516.222,166526.222,39.7802179473142,255.043316799698,39.7802177798641,255.043434794208
166526.222,166536.222,39.7802177798641,255.043434794208,39.7802176124139,255.043552788718
166536.222,166546.222,39.7802176124139,255.043552788718,39.7802174449638,255.043670783228
166546.222,166556.222,39.7802174449638,255.043670783228,39.7802172775136,255.043788777738
166556.222,166566.222,39.7802172775136,255.043788777738,39.7802171100635,255.043906772249
166566.222,166576.222,39.7802171100635,255.043906772249,39.7802169426134,255.044024766759
166576.222,166586.222,39.7802169426134,255.044024766759,39.7802167751632,255.044142761269
166586.222,166596.222,39.7802167751632,255.044142761269,39.7802166077131,255.044260755779
166596.222,166606.222,39.7802166077131,255.044260755779,39.7802164402629,255.044378750289
166606.222,166616.222,39.7802164402629,255.044378750289,39.7802162728128,255.044496744799
166616.222,166626.222,39.7802162728128,255.044496744799,39.7802161053626,255.04461473931
166626.222,166636.222,39.7802161053626,255.04461473931,39.7802159379125,255.04473273382
166636.222,166646.222,39.7802159379125,255.04473273382,39.7802157704623,255.04485072833
166646.222,166656.222,39.7802157704623,255.04485072833,39.7802156030122,255.04496872284
166656.222,166666.222,39.7802156030122,255.04496872284,39.780215435562,255.04508671735
166666.222,166676.222,39.780215435562,255.04508671735,39.7802152681119,255.04520471186
166676.222,166686.222,39.7802152681119,255.04520471186,39.7802151006617,255.045322706371
166686.222,166696.222,39.7802151006617,255.045322706371,39.7802149332116,255.045440700881
166696.222,166706.222,39.7802149332116,255.045440700881,39.7802147657614,255.045558695391
166706.222,166716.222,39.7802147657614,255.045558695391,39.7802145983113,255.045676689901
166716.222,166726.222,39.7802145983113,255.045676689901,39.7802144308611,255.045794684411
166726.222,166736.222,39.7802144308611,255.045794684411,39.780214263411,255.045912678921
166736.222,166746.222,39.780214263411,255.045912678921,39.7802140959608,255.046030673432
166746.222,166756.222,39.7802140959608,255.046030673432,39.7802139285107,255.046148667942
166756.222,166766.222,39.7802139285107,255.046148667942,39.7802137610605,255.046266662452
166766.222,166776.222,39.7802137610605,255.046266662452,39.7802135936104,255.046384656962
166776.222,166786.222,39.7802135936104,255.046384656962,39.7802134261602,255.046502651472
166786.222,166796.222,39.7802134261602,255.046502651472,39.7802132587101,255.046620645982
166796.222,166806.222,39.7802132587101,255.046620645982,39.7802130912599,255.046738640492
166806.222,166816.222,39.7802130912599,255.046738640492,39.7802129238098,255.046856635003
166816.222,166826.222,39.7802129238098,255.046856635003,39.7802127563596,255.046974629513
166826.222,166836.222,39.7802127563596,255.046974629513,39.7802125889095,255.047092624023
166836.222,166846.222,39.7802125889095,255.047092624023,39.7802124214593,255.047210618533
166846.222,166856.222,39.7802124214593,255.047210618533,39.7802122540092,255.047328613043
166856.222,166866.222,39.7802122540092,255.047328613043,39.7802120865591,255.047446607553
166866.222,166876.222,39.7802120865591,255.047446607553,39.7802119191089,255.047564602064
166876.222,166886.222,39.7802119191089,255.047564602064,39.7802117516588,255.047682596574
166886.222,166896.222,39.7802117516588,255.047682596574,39.7802120237535,255.047800567674
166896.222,166906.222,39.7802120237535,255.047800567674,39.7802137800028,255.047916248595
166906.222,166916.222,39.7802137800028,255.047916248595,39.7802205077719,255.048038185481
166916.222,166926.222,39.7802205077719,255.048038185481,39.7802176930747,255.048164795731
166926.222,166936.222,39.7802176930747,255.048164795731,39.7802182096452,255.048282301516
166936.222,166946.222,39.7802182096452,255.048282301516,39.7802177872488,255.048394383518
166946.222,166956.222,39.7802177872488,255.048394383518,39.7802175856077,255.048505578689
166956.222,166966.222,39.7802175856077,255.048505578689,39.780217243842,255.048623199268
166966.222,166976.222,39.780217243842,255.048623199268,39.7802182430597,255.048739611032
166976.222,166986.222,39.7802182430597,255.048739611032,39.7802195792314,255.048856500289
166986.222,166996.222,39.7802195792314,255.048856500289,39.7802214227196,255.048972387731
166996.222,167006.222,39.7802214227196,255.048972387731,39.7802234512635,255.049088401424
167006.222,167016.222,39.7802234512635,255.049088401424,39.7802256226949,255.049204319384
167016.222,167026.222,39.7802256226949,255.049204319384,39.780227915349,255.049321764954
167026.222,167036.222,39.780227915349,255.049321764954,39.7802302249461,255.04943772412
167036.222,167046.222,39.7802302249461,255.04943772412,39.7802324393793,255.049554611294
167046.222,167056.222,39.7802324393793,255.049554611294,39.7802346418795,255.049671130551
167056.222,167066.222,39.7802346418795,255.049671130551,39.7802369365638,255.04978682679
167066.222,167076.222,39.7802369365638,255.04978682679,39.780239101014,255.049903734058
167076.222,167086.222,39.780239101014,255.049903734058,39.7802416419046,255.050020957458
167086.222,167096.222,39.7802416419046,255.050020957458,39.7802440025064,255.050136908641
167096.222,167106.222,39.7802440025064,255.050136908641,39.7802463098196,255.050253766172
167106.222,167116.222,39.7802463098196,255.050253766172,39.7802466527487,255.050372733665
167116.222,167126.222,39.7802466527487,255.050372733665,39.7802478623276,255.050497044392
167126.222,167136.222,39.7802478623276,255.050497044392,39.7802497292922,255.05061354744
167136.222,167146.222,39.7802497292922,255.05061354744,39.7802528504463,255.050730588405
167146.222,167156.222,39.7802528504463,255.050730588405,39.7802559716005,255.05084762937
167156.222,167166.222,39.7802559716005,255.05084762937,39.7802590927546,255.050964670335
167166.222,167176.222,39.7802590927546,255.050964670335,39.7802622139087,255.0510817113
167176.222,167186.222,39.7802622139087,255.0510817113,39.7802653350628,255.051198752265
167186.222,167196.222,39.7802653350628,255.051198752265,39.780268456217,255.05131579323
167196.222,167206.222,39.780268456217,255.05131579323,39.7802715773711,255.051432834195
167206.222,167216.222,39.7802715773711,255.051432834195,39.7802746985252,255.05154987516
167216.222,167226.222,39.7802746985252,255.05154987516,39.7802778196793,255.051666916125
167226.222,167236.222,39.7802778196793,255.051666916125,39.7802809408335,255.05178395709
167236.222,167246.222,39.7802809408335,255.05178395709,39.7802840619876,255.051900998055
167246.222,167256.222,39.7802840619876,255.051900998055,39.7802863492614,255.052017468801
167256.222,167266.222,39.7802863492614,255.052017468801,39.7802880191469,255.052132769061
167266.222,167276.222,39.7802880191469,255.052132769061,39.7802895103152,255.052248026497
167276.222,167286.222,39.7802895103152,255.052248026497,39.7802908132293,255.052361785301
167286.222,167296.222,39.7802908132293,255.052361785301,39.7802910124359,255.052475912896
167296.222,167306.222,39.7802910124359,255.052475912896,39.7802927935048,255.052596271568
167306.222,167316.222,39.7802927935048,255.052596271568,39.7802935870802,255.05271171188
167316.222,167326.222,39.7802935870802,255.05271171188,39.7802943036862,255.052826671492
167326.222,167336.222,39.7802943036862,255.052826671492,39.7802948632765,255.05294205162
167336.222,167346.222,39.7802948632765,255.05294205162,39.7802955140668,255.053056620038
167346.222,167356.222,39.7802955140668,255.053056620038,39.7802960072958,255.053173072864
167356.222,167366.222,39.7802960072958,255.053173072864,39.7802963252083,255.053288890871
167366.222,167376.222,39.7802963252083,255.053288890871,39.7802971711605,255.05340595193
167376.222,167386.222,39.7802971711605,255.05340595193,39.7802968912618,255.053520871178
167386.222,167396.222,39.7802968912618,255.053520871178,39.7802953448812,255.053642824541
167396.222,167406.222,39.7802953448812,255.053642824541,39.7802934572157,255.053754496898
167406.222,167416.222,39.7802934572157,255.053754496898,39.7802921199037,255.05386948559
167416.222,167426.222,39.7802921199037,255.05386948559,39.7802908141728,255.05398521904
167426.222,167436.222,39.7802908141728,255.05398521904,39.7802898267259,255.054101305984
167436.222,167446.222,39.7802898267259,255.054101305984,39.7802887920868,255.054216969101
167446.222,167456.222,39.7802887920868,255.054216969101,39.7802868487417,255.054331989446
167456.222,167466.222,39.7802868487417,255.054331989446,39.780284348704,255.054448357197
167466.222,167476.222,39.780284348704,255.054448357197,39.7802824960872,255.054565351032
167476.222,167486.222,39.7802824960872,255.054565351032,39.7802799513025,255.054682091375
167486.222,167496.222,39.7802799513025,255.054682091375,39.7802750696432,255.054798202387
167496.222,167506.222,39.7802750696432,255.054798202387,39.7802708739151,255.054916958768
167506.222,167516.222,39.7802708739151,255.054916958768,39.7802672133061,255.05503273584
167516.222,167526.222,39.7802672133061,255.05503273584,39.7802635694524,255.055148134441
167526.222,167536.222,39.7802635694524,255.055148134441,39.7802592896544,255.055264820022
167536.222,167546.222,39.7802592896544,255.055264820022,39.7802542791202,255.055380309712
167546.222,167556.222,39.7802542791202,255.055380309712,39.7802497499849,255.055494689412
167556.222,167566.222,39.7802497499849,255.055494689412,39.7802448386566,255.055612666258
167566.222,167576.222,39.7802448386566,255.055612666258,39.7802398966845,255.055725977913
167576.222,167586.222,39.7802398966845,255.055725977913,39.7802343897927,255.055844334479
167586.222,167596.222,39.7802343897927,255.055844334479,39.7802277497332,255.055961555116
167596.222,167606.222,39.7802277497332,255.055961555116,39.7802217676987,255.056078112303
167606.222,167616.222,39.7802217676987,255.056078112303,39.7802150783371,255.056193796892
167616.222,167626.222,39.7802150783371,255.056193796892,39.7802086858911,255.05630891012
167626.222,167636.222,39.7802086858911,255.05630891012,39.780202622871,255.056425490526
167636.222,167646.222,39.780202622871,255.056425490526,39.7801965995677,255.05654224324
167646.222,167656.222,39.7801965995677,255.05654224324,39.7801907544935,255.056657979087
167656.222,167666.222,39.7801907544935,255.056657979087,39.7801850162027,255.056775074522
167666.222,167676.222,39.7801850162027,255.056775074522,39.7801791814538,255.05689203753
167676.222,167686.222,39.7801791814538,255.05689203753,39.7801732886672,255.057008453697
167686.222,167696.222,39.7801732886672,255.057008453697,39.7801670318126,255.057125117841
167696.222,167706.222,39.7801670318126,255.057125117841,39.7801604780433,255.057241928341
167706.222,167716.222,39.7801604780433,255.057241928341,39.7801537031135,255.057358578192
167716.222,167726.222,39.7801537031135,255.057358578192,39.7801470816911,255.057475098656
167726.222,167736.222,39.7801470816911,255.057475098656,39.7801407373194,255.057591633784
167736.222,167746.222,39.7801407373194,255.057591633784,39.7801346363269,255.057708404891
167746.222,167756.222,39.7801346363269,255.057708404891,39.7801285749397,255.057825081893
167756.222,167766.222,39.7801285749397,255.057825081893,39.7801225537595,255.057941188526
167766.222,167776.222,39.7801225537595,255.057941188526,39.7801165294403,255.058057925861
167776.222,167786.222,39.7801165294403,255.058057925861,39.7801108448293,255.058174431847
167786.222,167796.222,39.7801108448293,255.058174431847,39.7801052420585,255.058290627639
167796.222,167806.222,39.7801052420585,255.058290627639,39.7800993241816,255.058407631748
167806.222,167816.222,39.7800993241816,255.058407631748,39.7800931913287,255.058523984718
167816.222,167826.222,39.7800931913287,255.058523984718,39.7800867490925,255.058640388736
167826.222,167836.222,39.7800867490925,255.058640388736,39.7800802090736,255.058757177061
167836.222,167846.222,39.7800802090736,255.058757177061,39.7800733581657,255.058871744129
167846.222,167856.222,39.7800733581657,255.058871744129,39.7800662830407,255.058986489896
167856.222,167866.222,39.7800662830407,255.058986489896,39.7800563807121,255.059118092734
167866.222,167876.222,39.7800563807121,255.059118092734,39.7800510103261,255.059236509174
167876.222,167886.222,39.7800510103261,255.059236509174,39.7800467305947,255.05935222765
167886.222,167896.222,39.7800467305947,255.05935222765,39.7800424508632,255.059467946127
167896.222,167906.222,39.7800424508632,255.059467946127,39.7800381711317,255.059583664603
167906.222,167916.222,39.7800381711317,255.059583664603,39.7800338914002,255.059699383079
167916.222,167926.222,39.7800338914002,255.059699383079,39.7800296116687,255.059815101555
167926.222,167936.222,39.7800296116687,255.059815101555,39.7800253319373,255.059930820032
167936.222,167946.222,39.7800253319373,255.059930820032,39.7800210522058,255.060046538508
167946.222,167956.222,39.7800210522058,255.060046538508,39.7800167724743,255.060162256984
167956.222,167966.222,39.7800167724743,255.060162256984,39.7800124927428,255.060277975461
167966.222,167976.222,39.7800124927428,255.060277975461,39.7800082130113,255.060393693937
167976.222,167986.222,39.7800082130113,255.060393693937,39.7800039332799,255.060509412413
167986.222,167996.222,39.7800039332799,255.060509412413,39.7799996535484,255.060625130889
167996.222,168006.222,39.7799996535484,255.060625130889,39.7799953738169,255.060740849366
168006.222,168016.222,39.7799953738169,255.060740849366,39.7799911550232,255.060856799486
168016.222,168026.222,39.7799911550232,255.060856799486,39.7799876061678,255.060973136542
168026.222,168036.222,39.7799876061678,255.060973136542,39.7799841123985,255.061090237762
168036.222,168046.222,39.7799841123985,255.061090237762,39.7799809376139,255.06120746182
168046.222,168056.222,39.7799809376139,255.06120746182,39.7799781052519,255.061324229745
168056.222,168066.222,39.7799781052519,255.061324229745,39.7799752387306,255.061441463319
168066.222,168076.222,39.7799752387306,255.061441463319,39.7799724834931,255.061558081496
168076.222,168086.222,39.7799724834931,255.061558081496,39.7799699842303,255.061674868708
168086.222,168096.222,39.7799699842303,255.061674868708,39.779967737409,255.061791182954
168096.222,168106.222,39.779967737409,255.061791182954,39.779965827102,255.06190791563
168106.222,168116.222,39.779965827102,255.06190791563,39.7799643375705,255.062024678075
168116.222,168126.222,39.7799643375705,255.062024678075,39.7799634264496,255.062141567286
168126.222,168136.222,39.7799634264496,255.062141567286,39.7799632563011,255.062258038269
168136.222,168146.222,39.7799632563011,255.062258038269,39.7799635383506,255.062374117986
168146.222,168156.222,39.7799635383506,255.062374117986,39.7799638579766,255.062491058571
168156.222,168166.222,39.7799638579766,255.062491058571,39.7799640032865,255.062607498791
168166.222,168176.222,39.7799640032865,255.062607498791,39.7799641821132,255.062723948693
168176.222,168186.222,39.7799641821132,255.062723948693,39.7799645296216,255.062840605581
168186.222,168196.222,39.7799645296216,255.062840605581,39.7799652334771,255.062956976549
168196.222,168206.222,39.7799652334771,255.062956976549,39.7799657617789,255.063072880246
168206.222,168216.222,39.7799657617789,255.063072880246,39.779965999543,255.063189694487
168216.222,168226.222,39.779965999543,255.063189694487,39.7799663819312,255.063306207372
168226.222,168236.222,39.7799663819312,255.063306207372,39.7799667952581,255.063422319527
168236.222,168246.222,39.7799667952581,255.063422319527,39.7799675196893,255.063538753828
168246.222,168256.222,39.7799675196893,255.063538753828,39.7799686733007,255.063654790271
168256.222,168266.222,39.7799686733007,255.063654790271,39.7799698416411,255.06377208417
168266.222,168276.222,39.7799698416411,255.06377208417,39.7799711907676,255.063888184118
168276.222,168286.222,39.7799711907676,255.063888184118,39.7799727225449,255.064004098286
168286.222,168296.222,39.7799727225449,255.064004098286,39.7799741928646,255.064121477235
168296.222,168306.222,39.7799741928646,255.064121477235,39.7799755456516,255.064238587829
168306.222,168316.222,39.7799755456516,255.064238587829,39.7799767591118,255.064355065369
168316.222,168326.222,39.7799767591118,255.064355065369,39.7799773490513,255.064471227275
168326.222,168336.222,39.7799773490513,255.064471227275,39.7799776338809,255.064588367718
168336.222,168346.222,39.7799776338809,255.064588367718,39.7799779708308,255.064704703763
168346.222,168356.222,39.7799779708308,255.064704703763,39.7799784177439,255.064821068922
168356.222,168366.222,39.7799784177439,255.064821068922,39.7799789890927,255.064937927332
168366.222,168376.222,39.7799789890927,255.064937927332,39.7799795384975,255.065054521926
168376.222,168386.222,39.7799795384975,255.065054521926,39.779980237588,255.065169315382
168386.222,168396.222,39.779980237588,255.065169315382,39.7799810799826,255.065286563039
168396.222,168406.222,39.7799810799826,255.065286563039,39.7799820622218,255.065403589468
168406.222,168416.222,39.7799820622218,255.065403589468,39.779982909015,255.065520154998
168416.222,168426.222,39.779982909015,255.065520154998,39.7799839292425,255.06563665934
